CHAVE_OBJETO,Cor Predominante,Descrição,Peso Total,Peso Unitário,Tipo de Embalagem,RECLASSIFICAÇÃO
20594924,Verde,quatro bitucas,0.0,0.0,Cigarro(s),Drogas
20713117,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Cigarro(s),Drogas
20922414,Verde,auto de apreensao de entorpecente,0.0,0.0,Cigarro(s),Drogas
20952104,Verde,ponta de cigarro,0.0,0.0,Cigarro(s),Drogas
20982681,Verde,auto de apreensao de entorpecente,0.0,0.0,Cigarro(s),Drogas
21155736,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Cigarro(s),Drogas
22222096,Verde,01 (um) cigarro parcialmente consumido contendo substancia semelhante am aconha,0.0,0.0,Cigarro(s),Drogas
22984484,Verde,uma ponta medindo aproximadamente 2 centimetros,0.0,0.0,Cigarro(s),Drogas
23108222,Verde,nao atingiu peso minimo da balanca,0.0,0.0,Cigarro(s),Drogas
23314186,Marrom,01(um) cigarro ja com parte consumida,0.0,0.0,Cigarro(s),Drogas
23316649,Verde,1 cigarro artesanal de macona e 1 bituca,0.0,0.0,Cigarro(s),Drogas
23396819,Verde,2 cigarros parcialmente consumidos que nao atingiram o peso minimo da balanca ,0.0,0.0,Cigarro(s),Drogas
23603365,Verde,um cigarro de mamconha parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
23685664,Verde,cigarro com substancia de cor esverdeada,0.0,0.0,Cigarro(s),Drogas
23944032,Verde,um cigarro de maconga parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
23985808,Verde,2 cigarros parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
20970025,Verde,embaladas para venda,0.0,0.0,Pacote(s),Drogas
21670225,Amarelo,18 pedras de crak sem peso aparente,0.0,0.0,Pacote(s),Drogas
22454646,Amarelo,pequena porcao de crak acondicionada em um recipiente plastico pequeno sem peso aparerente ,0.0,0.0,Pacote(s),Drogas
22674155,Rosa,mortein pro raticida pct 15g aberto,0.0,0.0,Pacote(s),Drogas
23195606,Verde,18 balas de substancia com caracteristicas de ecstasy varias cores,0.0,0.0,Pacote(s),Drogas
19923705,Preto,um pote contendo pequena quantidade de substancia esverdeada,0.0,0.0,Frasco(s),Drogas
20481202,Incolor,57 frascos com liquido incolor parecido com lanca perfume,0.0,0.0,Frasco(s),Drogas
20835257,Incolor,ampolas de durateston,0.0,0.0,Frasco(s),Drogas
20835261,Amarelo,frasco com 100 comprimidos de metandrostenolona,0.0,0.0,Frasco(s),Drogas
21086332,Incolor,14 vidros de lanca perfume,0.0,0.0,Frasco(s),Drogas
21086333,Incolor,01 frasco lanca perfume,0.0,0.0,Frasco(s),Drogas
21086335,Incolor,01 frasco grande com liquido incolor lancha perfume,0.0,0.0,Frasco(s),Drogas
21457002,Branco,dois tubos de aerolin spray,0.0,0.0,Frasco(s),Drogas
21479321,Marrom,tres frascos de potenay injetavel,0.0,0.0,Frasco(s),Drogas
21642273,Branco,antirespingo de solda -sucesso,0.0,0.0,Frasco(s),Drogas
21701094,Verde,dois vidros de gelia contendo uma erva seca e esverdeada,0.0,0.0,Frasco(s),Drogas
21705472,Branco,01 frasco de sorinan,0.0,0.0,Frasco(s),Drogas
21853578,Preto,droga conhecida por haxixe,0.0,0.0,Frasco(s),Drogas
21853638,Preto,um pote com uma porcao de haxixe,0.0,0.0,Frasco(s),Drogas
21913104,Vermelho,stanozolol durastrong e decastrong,0.0,0.0,Frasco(s),Drogas
22070722,Incolor,34 frascos de lanca perfume,0.0,0.0,Frasco(s),Drogas
22217820,Incolor,17 frascos de vidro com liquido transparente ou leitoso,0.0,0.0,Frasco(s),Drogas
22261465,Branco,frasco pequeno de substancia antirespingo de solda,0.0,0.0,Frasco(s),Drogas
22462339,Rosa,nove frascos contendo substancia liquida cuja apresentacao assemelha-se a lanca-perfume ou outra droga congenere um deles parcialmente vazio,0.0,0.0,Frasco(s),Drogas
22685887,Branco,ketamina cloridrato de cetamina 10 frascos com 50 ml cada um,0.0,0.0,Frasco(s),Drogas
22889079,Incolor,aceite cannabico artesanal 01%,0.0,0.0,Frasco(s),Drogas
23019027,Incolor,8 frascos pequenos com liquido incolor com forte odor aparentando se tratar de subtancia conhecida como lanca perfume,0.0,0.0,Frasco(s),Drogas
23122560,Incolor,01 frasco de quetamina,0.0,0.0,Frasco(s),Drogas
23335166,Incolor,frasco contendo liquido transparente envolto em plastico amarelo,0.0,0.0,Frasco(s),Drogas
23399821,Incolor,frasco de stanozolol 30 ml,0.0,0.0,Frasco(s),Drogas
23399822,Laranja,frasco de trembolona 10 ml,0.0,0.0,Frasco(s),Drogas
23423955,Incolor,lanca perfume,0.0,0.0,Frasco(s),Drogas
23789474,Incolor,06 frascos de lanca perfume conhecido como sucesso,0.0,0.0,Frasco(s),Drogas
24010237,Marrom,um frasco de cetamin,0.0,0.0,Frasco(s),Drogas
24079576,Incolor,aparentando ser pingo de solda,0.0,0.0,Frasco(s),Drogas
24079577,Incolor,aparentando ser ping de solda,0.0,0.0,Frasco(s),Drogas
20184336,Branco,po branco 3 pinos ,0.0,0.0,Porção(es),Drogas
20309933,Azul,01 comprimido com caracteriistica de ecstasy,0.0,0.0,Porção(es),Drogas
20481394,Branco,01 pequeno saco com lacre contendo po branco,0.0,0.0,Porção(es),Drogas
20552301,Verde,bucha,0.0,0.0,Porção(es),Drogas
20669066,Amarelo,1 porcao foi usada para fazer o teste com tiocianato de cobalto,0.0,0.0,Porção(es),Drogas
20680754,Branco,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20713093,Branco,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20713094,Branco,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20713095,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20813134,Verde,substrato vegetal de cor verde,0.0,0.0,Porção(es),Drogas
20813139,Branco,substancia em po branco,0.0,0.0,Porção(es),Drogas
20821666,Marrom,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20880837,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20922343,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
20922413,Verde,auto de apreensao de entorpecente,0.0,0.0,Porção(es),Drogas
20961837,Verde,pequena porcao ,0.0,0.0,Porção(es),Drogas
20969133,Branco,"quatrocentos e cinquenta ""pinos""",0.0,0.0,Porção(es),Drogas
20970028,Amarelo,embaladas para venda acondicionadas em uma caixa metalica,0.0,0.0,Porção(es),Drogas
20982684,Verde,auto de apreensao de entorpecente,0.0,0.0,Porção(es),Drogas
21025645,Verde,auto de apreensao de substancia entorpecente,0.0,0.0,Porção(es),Drogas
21085024,Rosa,uma bala de ecstasy no valor de r$ 50 reais,0.0,0.0,Porção(es),Drogas
21171417,Amarelo,auto de apreensao de substancia entorpecente ,0.0,0.0,Porção(es),Drogas
21245514,Marrom,peso insignificante a balanca de precisao,0.0,0.0,Porção(es),Drogas
21333622,Marrom,12 pontos de lsd ,0.0,0.0,Porção(es),Drogas
21370031,Branco,duas porcoes de um po branco/amarelado de droga conhecida como md,0.0,0.0,Porção(es),Drogas
21490685,Verde,dimensao: 3cm alt x 3cm largura,0.0,0.0,Porção(es),Drogas
21552841,Amarelo,um pequena porcao de substancia semelhante a crck,0.0,0.0,Porção(es),Drogas
21701039,Branco,uma buchinha,0.0,0.0,Porção(es),Drogas
21891211,Verde,erva esverdeada com cheiro caracteristico,0.0,0.0,Porção(es),Drogas
21910515,Verde,porcoes sem possibilidade de afericao,0.0,0.0,Porção(es),Drogas
21969290,Verde,01 porcao pequena de haxixe,0.0,0.0,Porção(es),Drogas
21969297,Incolor,02 pedras de mdma,0.0,0.0,Porção(es),Drogas
22032679,Branco,33 (trinta e tres) petecas ,0.0,0.0,Porção(es),Drogas
22040416,Branco,vinte e tres porcoes de substancia nao identificada,0.0,0.0,Porção(es),Drogas
22063689,Verde,peso inferior ao minimo da balanca,0.0,0.0,Porção(es),Drogas
22063899,Branco,peso inferior ao minimo da balanca,0.0,0.0,Porção(es),Drogas
22094075,Branco,pequena quantida menos de 1 grama,0.0,0.0,Porção(es),Drogas
22151223,Preto, involucro com uma substancia escura ,0.0,0.0,Porção(es),Drogas
22153355,Branco,um cigarro artesanal denominado meri,0.0,0.0,Porção(es),Drogas
22189518,Verde,um po de coloracao verde ecstasy desmachado,0.0,0.0,Porção(es),Drogas
22357267,Preto,seis cartelinhas de figura acida ,0.0,0.0,Porção(es),Drogas
22439762,Incolor,um porcao contendo cristais de substancia semelhante a cristais de metanfetamina,0.0,0.0,Porção(es),Drogas
22439785,Roxo,20 figuinhas de substancia semelhante a lsd,0.0,0.0,Porção(es),Drogas
22439786,Roxo,04 figurinhas de substancia semelhante a lsd,0.0,0.0,Porção(es),Drogas
22478134,Verde,01 porcao esverdeada com caracteristicas semelhante a entorpecentes,0.0,0.0,Porção(es),Drogas
22715100,Branco,keitamina,0.0,0.0,Porção(es),Drogas
22721414,Verde,pequena quantidade embalada em papel filme,0.0,0.0,Porção(es),Drogas
22940628,Azul,200 comprimidos de ecstasy,0.0,0.0,Porção(es),Drogas
23087396,Roxo,46 pontos figurinhas de droga sintetica lsd,0.0,0.0,Porção(es),Drogas
23108221,Verde,nao atingiu peso minimo da balanca,0.0,0.0,Porção(es),Drogas
23122553,Amarelo,01 porcao de mdma,0.0,0.0,Porção(es),Drogas
23128172,Branco,pequena bucha de coloracao branca,0.0,0.0,Porção(es),Drogas
23313045,Verde,uma porcao de substancia com caracteristica semelhante a macoha,0.0,0.0,Porção(es),Drogas
23331932,Verde,um saquinho plastico pequeno com varias porcoes pequenas de erva verde,0.0,0.0,Porção(es),Drogas
23331952,Branco,quatro capsulas vermelho e branco contendo em seu interior po branco com caracteristica mdma,0.0,0.0,Porção(es),Drogas
23341049,Verde,pequena porcao,0.0,0.0,Porção(es),Drogas
23526577,Verde,uma porcao da substancia sem pesar devido nao ter equipamentos,0.0,0.0,Porção(es),Drogas
23593173,Amarelo,92 pedras de crrack,0.0,0.0,Porção(es),Drogas
23622205,Azul,trinta e sete porcoes/fracoes de substancia semelhante a lsd,0.0,0.0,Porção(es),Drogas
23801179,Amarelo,uma porcao de substancia semelhante a md,0.0,0.0,Porção(es),Drogas
24055904,Branco,tres pinos (eppendorfe) contendo substancia branca (sem peso),0.0,0.0,Porção(es),Drogas
24055915,Amarelo,tres pequenas porcoes de substancia amarela,0.0,0.0,Porção(es),Drogas
19906420,Verde,aproximadamente sete gramas,0.0,0.0,Tijolo(s),Drogas
19906441,Amarelo,aproximadamente sete gramas,0.0,0.0,Unidade(s),Drogas
19906452,Branco,aprox nove gramas na embalagem (pinos),0.0,0.0,Unidade(s),Drogas
19981683,Branco,aproximadamente dezenove gramas,0.0,0.0,Não soube informar,Drogas
19981686,Branco,aproximadamente seis gramas,0.0,0.0,Não soube informar,Drogas
19994979,Verde,01 tijolo com aprox 370 gramas,0.0,0.0,Tijolo(s),Drogas
20019853,Verde,em oito embalagens plasticas ,0.0,0.0,Tijolo(s),Drogas
20019858,Verde,porcoes embaladas para a venda,0.0,0.0,Porção(es),Drogas
20019862,Amarelo,nao fracionados com embalagem plastica,0.0,0.0,Tijolo(s),Drogas
20019864,Amarelo,embaladas para venda,0.0,0.0,Porção(es),Drogas
20019866,Branco,separadas em pinos para venda,0.0,0.0,Porção(es),Drogas
20019879,Branco,buchas embaladas para venda,0.0,0.0,Porção(es),Drogas
20080378,Verde,embaladas com sacolas plasticas,0.0,0.0,Tijolo(s),Drogas
20097290,Verde,aproximadamente 2 gramas dentro da embalagem plastica,0.0,0.0,Porção(es),Drogas
20117192,Verde,205 balas de ecstasy verde/rocho pesando o tatal de 65g ,0.0,0.0,Porção(es),Drogas
20119358,Branco,acondicionado em um pote plastico,0.0,0.0,Porção(es),Drogas
20121306,Verde,um tijolo pequeno com aproximadamente 3 gramas,0.0,0.0,Tijolo(s),Drogas
20131142,Branco,com involucro,0.0,0.0,Porção(es),Drogas
20138503,Marrom,01 grama com embalagem,0.0,0.0,Porção(es),Drogas
20146892,Verde,vegetal seco de coloracao castanho-esverdeada acondiconada em papel branco como um cigarro artesanal parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
20150544,Verde,um pequeno tijolo,0.0,0.0,Porção(es),Drogas
20168216,Verde,com embalagem,0.0,0.0,Tijolo(s),Drogas
20178010,Prateado,substancia semelhante a lsd,0.0,0.0,Unidade(s),Drogas
20178016,Laranja,substancia semelhante a ecstasy,0.0,0.0,Comprimido(s),Drogas
20178020,Vermelho,substancia semelhante a ecstasy,0.0,0.0,Comprimido(s),Drogas
20178021,Azul,substancia semelhante a ecstasy,0.0,0.0,Comprimido(s),Drogas
20178023,Verde,substancia semelhante a ecstasy,0.0,0.0,Comprimido(s),Drogas
20178027,Branco,uma cartela contendo 18 camprimidos de anastrozol,0.0,0.0,Comprimido(s),Drogas
20178043,Marrom,embalagens contendo subtancia semelhante a mdma,0.0,0.0,Porção(es),Drogas
20178055,Marrom,comprimidos contendo subtancia semelhante a mdma,0.0,0.0,Comprimido(s),Drogas
20181002,Amarelo,pedras de cor amarelada,0.0,0.0,Porção(es),Drogas
20184317,Verde,3 porcoes peso total 3 gramas de erva de cor esverdeada,0.0,0.0,Porção(es),Drogas
20184371,Bege,45 unidades de craks pesando 8 gramas ,0.0,0.0,Unidade(s),Drogas
20197844,Azul,com embalagem,0.0,0.0,Unidade(s),Drogas
20205688,Verde,com involucro de plastico,0.0,0.0,Não soube informar,Drogas
20213239,Verde,9 porcoes de maocnha pesando 13 gramas,0.0,0.0,Porção(es),Drogas
20224630,Amarelo,seis comprimidos ecstasy,0.0,0.0,Comprimido(s),Drogas
20224700,Branco,um pacote contendo diversos pinos (embalagens plasticas) ,0.0,0.0,Porção(es),Drogas
20237293,Cobreado,tres cigarros artesanais pesando aproximadamente tres gramas;,0.0,0.0,Cigarro(s),Drogas
20242382,Amarelo,peso com embalagem ,0.0,0.0,Porção(es),Drogas
20249951,Verde,362 gramas divididas em 02 tijolos e duas porcoes,0.0,0.0,Tijolo(s),Drogas
20265463,Branco,16 pedras que somadas pesaram 306g ,0.0,0.0,Porção(es),Drogas
20275258,Marrom,comprimidos de ecstasy,0.0,0.0,Pacote(s),Drogas
20285301,Amarelo,30 pedriinhas,0.0,0.0,Porção(es),Drogas
20287265,Amarelo,sete decigramas,0.0,0.0,Porção(es),Drogas
20300275,Verde,"uma porcao de ""kumbaya-blend""",0.0,0.0,Porção(es),Drogas
20303350,Amarelo,duas virgula um grama,0.0,0.0,Porção(es),Drogas
20307000,Branco,com embalagem,0.0,0.0,Porção(es),Drogas
20307052,Branco,com embalagem - quarto demetrio,0.0,0.0,Porção(es),Drogas
20307053,Branco,com embalagem - quarto demetrio,0.0,0.0,Porção(es),Drogas
20307062,Branco,com embalagem - pote plastico verde,0.0,0.0,Porção(es),Drogas
20316171,Verde,um tijolo de erva esverdeada com involucro,0.0,0.0,Tijolo(s),Drogas
20344260,Branco,um saco plastico contendo 1310 gramas de cacaina,0.0,0.0,Saco(s),Drogas
20345920,Amarelo,pequenas porcoes envoltas em saco plastico ,0.0,0.0,Porção(es),Drogas
20347768,Verde,12 porcoes,0.0,0.0,Porção(es),Drogas
20348094,Marrom,uma bituca de cigarro com cerca de 1 cm,0.0,0.0,Cigarro(s),Drogas
20351211,Verde,01 envolucro contendo 25g,0.0,0.0,Porção(es),Drogas
20358110,Branco,09 buchas pesando 36g (total),0.0,0.0,Porção(es),Drogas
20361913,Laranja,um comprimido de extasy,0.0,0.0,Comprimido(s),Drogas
20361936,Marrom,um cigarro artesanal parcialmente consumido peso total aprx 04 gramas,0.0,0.0,Cigarro(s),Drogas
20367247,Salmon,cinco comprimidos sendo quatro na cor salmao e um na cor amarela sendo provavalemte a droaga extase,0.0,0.0,Comprimido(s),Drogas
20367376,Verde,trinta e seis gramas aproximadamente,0.0,0.0,Porção(es),Drogas
20371081,Incolor,um dosador plastico com biqueira,0.0,0.0,Não soube informar,Drogas
20374156,Verde,parcialmente consumidos,0.0,0.0,Cigarro(s),Drogas
20378448,Cobreado,pedras,0.0,0.0,Unidade(s),Drogas
20381302,Verde,cigarro peso 117g e porcao 240g,0.0,0.0,Cigarro(s),Drogas
20382731,Verde,tres cigarros artesanais parcialmente consumidos pesando aprox 1 grama cada,0.0,0.0,Cigarro(s),Drogas
20382736,Verde,dois tijolos pequenos,0.0,0.0,Tijolo(s),Drogas
20382737,Branco,6 porcoes pesando aproximadamente 1grama cada uma,0.0,0.0,Porção(es),Drogas
20382767,Cinza,"uma (01) ""buchinha"" de algum tipo de erva (seria algum tipo de uma erva indigena)",0.0,0.0,Porção(es),Drogas
20393643,Verde,uma porcao,0.0,0.0,Porção(es),Drogas
20394067,Bege,01 porcao de po (droga sintetica conhecida por md),0.0,0.0,Porção(es),Drogas
20395991,Amarelo,20 pedras embaladas em sacos plasticos,0.0,0.0,Porção(es),Drogas
20397096,Verde,um tijolo de um vegetal seco de coloracao esverdeada pesando aproximadamente 508 gramas com a embalagem,0.0,0.0,Tijolo(s),Drogas
20402128,Verde,9 porcoes embaladas,0.0,0.0,Porção(es),Drogas
20402129,Verde,1 porcao fragmentada,0.0,0.0,Porção(es),Drogas
20407237,Verde,peso total com involucro,0.0,0.0,Tijolo(s),Drogas
20407248,Verde,peso total com involucro,0.0,0.0,Tijolo(s),Drogas
20407372,Verde,varias porcoes fracionadas,0.0,0.0,Porção(es),Drogas
20407490,Verde,trezentos e cinquenta gramas ,0.0,0.0,Tijolo(s),Drogas
20416755,Marrom,treze tijolos  e uma embalagem com 78 gramas,0.0,0.0,Tijolo(s),Drogas
20418811,Bege,buchinhas,0.0,0.0,Unidade(s),Drogas
20418813,Bege,buchinha,0.0,0.0,Unidade(s),Drogas
20424889,Amarelo,14 buchas pesando 2 gramas no total de carck,0.0,0.0,Porção(es),Drogas
20427968,Verde,envelope lacrado do igp,0.0,0.0,Porção(es),Drogas
20428102,Branco,tres porcoes de tamanhos diferentes,0.0,0.0,Porção(es),Drogas
20428105,Dourado,52 pedras,0.0,0.0,Porção(es),Drogas
20428764,Verde,tijolo de erva verde com plastico amarelo,0.0,0.0,Garrafa(s),Drogas
20433928,Amarelo,total de 410 gramas ,0.0,0.0,Unidade(s),Drogas
20445862,Branco,embalagem plastica,0.0,0.0,Porção(es),Drogas
20446008,Verde,tijolo de erva verde prensada peso aproximado,0.0,0.0,Pacote(s),Drogas
20448848,Amarelo,supostamente pontos de lsd ,0.0,0.0,Ponto(s),Drogas
20453154,Branco,4 buchas grandes pesando 199 gramas no total,0.0,0.0,Saco(s),Drogas
20453245,Verde,total de 74 gramas,0.0,0.0,Porção(es),Drogas
20456212,Marrom,350 g com embalagem (pedacos),0.0,0.0,Porção(es),Drogas
20456218,Preto,pote contendo haxixe,0.0,0.0,Porção(es),Drogas
20459191,Vermelho,ponto de lsd,0.0,0.0,Porção(es),Drogas
20460041,Branco,1-um pino que pesou 1-um grama c/embalagem,0.0,0.0,Ponto(s),Drogas
20465989,Amarelo,01 pedra grande,0.0,0.0,Porção(es),Drogas
20465993,Amarelo,01 pedra media,0.0,0.0,Porção(es),Drogas
20469827,Branco,04 buchas totalizando 080 gramas todas num recipiente branco,0.0,0.0,Porção(es),Drogas
20470102,Verde,1 torrao grande ( pesando aprox 70 gramas encontrado dentro da custura de um pelago) ; 1 porcao embalada (2 gramas aprox) e 1 torrao medio ( pesando 10 gramas aprox),0.0,0.0,Porção(es),Drogas
20476893,Branco,po branco ,0.0,0.0,Porção(es),Drogas
20477709,Prateado,01 esmorrugador,0.0,0.0,Unidade(s),Drogas
20478938,Branco,1 porcao embalada em plastico,0.0,0.0,Pacote(s),Drogas
20478985,Amarelo,duas pedras ,0.0,0.0,Unidade(s),Drogas
20481157,Verde,um cigarro em uso,0.0,0.0,Cigarro(s),Drogas
20481396,Branco,29 pequenos sacos plasticos contendo po branco,0.0,0.0,Saco(s),Drogas
20486412,Preto,duas bitucas de cigarros queimados,0.0,0.0,Cigarro(s),Drogas
20488075,Verde,21 buchas embaladas em sacos plasticos,0.0,0.0,Porção(es),Drogas
20499741,Verde,112gr  com embalagem,0.0,0.0,Porção(es),Drogas
20499764,Verde,embalagens prontas para ser consumidas com seda em cada pacote - nao estao secas,0.0,0.0,Porção(es),Drogas
20500902,Verde,porcao fracionada,0.0,0.0,Porção(es),Drogas
20501029,Marrom,trinta trouchinhas de maconnha pesando cerca de 873 no total,0.0,0.0,Porção(es),Drogas
20523471,Marrom,esmurrugador pequeno cor marrom,0.0,0.0,Unidade(s),Drogas
20523851,Verde,30 tijolos e uma porcao de farelos,0.0,0.0,Tijolo(s),Drogas
20528044,Verde,09g,0.0,0.0,Porção(es),Drogas
20534000,Verde,uma porcao de substancia tipo ecstasy em po,0.0,0.0,Frasco(s),Drogas
20534002,Azul,05 compimidos de substancia tipo ecstasy,0.0,0.0,Comprimido(s),Drogas
20534006,Azul,05 comprimidos de substancia tipo ecstasy,0.0,0.0,Comprimido(s),Drogas
20536212,Amarelo,menos de um grama,0.0,0.0,Porção(es),Drogas
20536214,Amarelo,aproximadamente 696 gramas,0.0,0.0,Porção(es),Drogas
20536215,Verde,aproximadamente 400 gramas,0.0,0.0,Porção(es),Drogas
20536597,Marrom,um torrao,0.0,0.0,Porção(es),Drogas
20537573,Verde,nao inteiros com aprox 113400 ,0.0,0.0,Tijolo(s),Drogas
20537575,Verde,8 tijolos pequenos com aprox 197 gramas,0.0,0.0,Tijolo(s),Drogas
20537577,Verde,01 tijolo pequeno embalado em papel filme para venda,0.0,0.0,Tijolo(s),Drogas
20539844,Amarelo,uma pedra pesando 6370 gramas e duas porcoes pesando 02 gramass,0.0,0.0,Porção(es),Drogas
20542461,Vermelho,duas cartelas contendo 25 unidades cada totalizando 50 unidades  da droga conhecida como lsd,0.0,0.0,Lote(s),Drogas
